Call number,Customer ID,Duration,Representative,Date of Call,Purchase,Rating,Month,Customer ID.1,Gender,Age,City
Call_8122,C0003,50.0,R01,2023-10-19,64.0,4,October,C0003,Male,26.0,Cincinnati
Call_8123,C0015,43.0,R02,2023-10-19,84.0,4,October,C0015,Female,43.0,Cleveland
Call_8124,C0013,124.0,R03,2023-10-19,42.0,4,October,C0013,Female,37.0,Cleveland
Call_8125,C0014,94.0,R03,2023-10-19,120.0,4,October,C0014,Female,38.0,Columbus
Call_8126,C0015,126.0,R04,2023-10-20,80.0,5,October,C0015,Female,43.0,Cleveland
Call_8127,C0002,105.0,R01,2023-10-20,185.0,4,October,C0002,Male,31.0,Cleveland
Call_8128,C0011,60.0,R05,2023-10-21,135.0,4,October,C0011,Female,30.0,Cincinnati
Call_8129,C0011,72.0,R01,2023-10-21,20.0,5,October,C0011,Female,30.0,Cincinnati
Call_8130,C0012,40.0,R01,2023-10-21,31.0,4,October,C0012,Female,28.0,Cincinnati
Call_8131,C0008,54.0,R04,2023-10-22,120.0,5,October,C0008,Female,42.0,Cleveland
Call_8132,C0004,81.0,R02,2023-10-22,117.0,4,October,C0004,Male,36.0,Cincinnati
Call_8133,C0008,76.0,R03,2023-10-22,80.0,4,October,C0008,Female,42.0,Cleveland
Call_8134,C0008,37.0,R05,2023-10-23,117.0,4,October,C0008,Female,42.0,Cleveland
Call_8135,C0002,96.0,R04,2023-10-23,60.0,4,October,C0002,Male,31.0,Cleveland
Call_8136,C0011,19.0,R03,2023-10-24,58.0,4,October,C0011,Female,30.0,Cincinnati
Call_8137,C0012,72.0,R05,2023-10-24,41.0,4,October,C0012,Female,28.0,Cincinnati
Call_8138,C0014,73.0,R02,2023-10-24,180.0,4,October,C0014,Female,38.0,Columbus
Call_8139,C0001,87.0,R02,2023-10-24,42.0,4,October,C0001,Male,41.0,Columbus
Call_8140,C0001,68.0,R02,2023-10-25,24.0,4,October,C0001,Male,41.0,Columbus
Call_8141,C0012,101.0,R02,2023-10-25,125.0,4,October,C0012,Female,28.0,Cincinnati
Call_8142,C0012,107.0,R05,2023-10-26,78.0,4,October,C0012,Female,28.0,Cincinnati
Call_8143,C0009,109.0,R01,2023-10-26,180.0,4,October,C0009,Female,25.0,Columbus
Call_8144,C0013,171.0,R05,2023-10-26,84.0,4,October,C0013,Female,37.0,Cleveland
Call_8145,C0011,21.0,R05,2023-10-26,26.0,5,October,C0011,Female,30.0,Cincinnati
Call_8146,C0004,94.0,R05,2023-10-27,140.0,4,October,C0004,Male,36.0,Cincinnati
Call_8147,C0014,97.0,R01,2023-10-27,31.0,2,October,C0014,Female,38.0,Columbus
Call_8148,C0002,72.0,R01,2023-10-27,108.0,5,October,C0002,Male,31.0,Cleveland
Call_8149,C0013,143.0,R04,2023-10-28,58.0,4,October,C0013,Female,37.0,Cleveland
Call_8150,C0013,64.0,R01,2023-10-28,185.0,2,October,C0013,Female,37.0,Cleveland
Call_8151,C0013,69.0,R01,2023-10-28,40.0,5,October,C0013,Female,37.0,Cleveland
Call_8152,C0013,18.0,R03,2023-10-28,225.0,3,October,C0013,Female,37.0,Cleveland
Call_8153,C0014,100.0,R04,2023-10-28,150.0,3,October,C0014,Female,38.0,Columbus
Call_8154,C0010,110.0,R02,2023-10-29,88.0,3,October,C0010,Female,30.0,Cleveland
Call_8155,C0006,41.0,R05,2023-10-29,140.0,4,October,C0006,Male,23.0,Columbus
Call_8156,C0010,147.0,R02,2023-10-29,68.0,2,October,C0010,Female,30.0,Cleveland
Call_8157,C0004,31.0,R03,2023-10-30,105.0,4,October,C0004,Male,36.0,Cincinnati
Call_8158,C0001,142.0,R05,2023-10-30,40.0,4,October,C0001,Male,41.0,Columbus
Call_8159,C0009,61.0,R05,2023-10-30,82.0,3,October,C0009,Female,25.0,Columbus
Call_8160,C0003,86.0,R03,2023-10-31,90.0,4,October,C0003,Male,26.0,Cincinnati
Call_8161,C0005,165.0,R04,2023-11-01,66.0,5,November,C0005,Male,37.0,Columbus
Call_8162,C0008,62.0,R02,2023-11-01,78.0,4,November,C0008,Female,42.0,Cleveland
Call_8163,C0014,103.0,R04,2023-11-02,66.0,4,November,C0014,Female,38.0,Columbus
Call_8164,C0001,56.0,R03,2023-11-03,160.0,4,November,C0001,Male,41.0,Columbus
Call_8165,C0012,114.0,R05,2023-11-04,144.0,4,November,C0012,Female,28.0,Cincinnati
Call_8166,C0001,112.0,R01,2023-11-04,200.0,5,November,C0001,Male,41.0,Columbus
Call_8167,C0007,52.0,R02,2023-11-06,220.0,5,November,C0007,Female,22.0,Cleveland
Call_8168,C0014,105.0,R04,2023-11-07,112.0,3,November,C0014,Female,38.0,Columbus
Call_8169,C0005,91.0,R03,2023-11-07,110.0,4,November,C0005,Male,37.0,Columbus
Call_8170,C0015,74.0,R05,2023-11-08,160.0,3,November,C0015,Female,43.0,Cleveland
Call_8171,C0015,30.0,R03,2023-11-08,84.0,4,November,C0015,Female,43.0,Cleveland
Call_8172,C0005,56.0,R02,2023-11-08,124.0,3,November,C0005,Male,37.0,Columbus
Call_8173,C0015,151.0,R01,2023-11-08,84.0,5,November,C0015,Female,43.0,Cleveland
Call_8174,C0004,108.0,R04,2023-11-09,130.0,3,November,C0004,Male,36.0,Cincinnati
Call_8175,C0012,124.0,R05,2023-11-09,215.0,4,November,C0012,Female,28.0,Cincinnati
Call_8176,C0014,110.0,R02,2023-11-10,132.0,4,November,C0014,Female,38.0,Columbus
Call_8177,C0010,89.0,R04,2023-11-10,88.0,5,November,C0010,Female,30.0,Cleveland
Call_8178,C0003,95.0,R02,2023-11-10,140.0,4,November,C0003,Male,26.0,Cincinnati
Call_8179,C0015,84.0,R04,2023-11-11,66.0,5,November,C0015,Female,43.0,Cleveland
Call_8180,C0002,89.0,R05,2023-11-11,23.0,4,November,C0002,Male,31.0,Cleveland
Call_8181,C0010,146.0,R05,2023-11-12,220.0,4,November,C0010,Female,30.0,Cleveland
Call_8182,C0013,62.0,R03,2023-11-13,175.0,4,November,C0013,Female,37.0,Cleveland
Call_8183,C0001,82.0,R05,2023-11-13,172.0,4,November,C0001,Male,41.0,Columbus
Call_8184,C0009,91.0,R01,2023-11-13,108.0,4,November,C0009,Female,25.0,Columbus
Call_8185,C0002,39.0,R05,2023-11-14,43.0,4,November,C0002,Male,31.0,Cleveland
Call_8186,C0010,149.0,R02,2023-11-14,44.0,2,November,C0010,Female,30.0,Cleveland
Call_8187,C0001,138.0,R03,2023-11-14,105.0,4,November,C0001,Male,41.0,Columbus
Call_8188,C0013,113.0,R02,2023-11-15,34.0,4,November,C0013,Female,37.0,Cleveland
Call_8189,C0011,88.0,R05,2023-11-15,220.0,4,November,C0011,Female,30.0,Cincinnati
Call_8190,C0003,64.0,R03,2023-11-15,225.0,5,November,C0003,Male,26.0,Cincinnati
Call_8191,C0005,53.0,R03,2023-11-16,37.0,4,November,C0005,Male,37.0,Columbus
Call_8192,C0012,63.0,R02,2023-11-16,44.0,5,November,C0012,Female,28.0,Cincinnati
Call_8193,C0007,54.0,R02,2023-11-17,35.0,3,November,C0007,Female,22.0,Cleveland
Call_8194,C0012,54.0,R05,2023-11-17,145.0,3,November,C0012,Female,28.0,Cincinnati
Call_8195,C0010,71.0,R03,2023-11-17,64.0,4,November,C0010,Female,30.0,Cleveland
Call_8196,C0012,93.0,R05,2023-11-18,185.0,4,November,C0012,Female,28.0,Cincinnati
Call_8197,C0014,96.0,R02,2023-11-18,215.0,2,November,C0014,Female,38.0,Columbus
Call_8198,C0002,31.0,R01,2023-11-18,88.0,3,November,C0002,Male,31.0,Cleveland
Call_8199,C0012,107.0,R03,2023-11-18,23.0,3,November,C0012,Female,28.0,Cincinnati
Call_8200,C0005,50.0,R01,2023-11-19,180.0,2,November,C0005,Male,37.0,Columbus
Call_8201,C0001,69.0,R03,2023-11-20,225.0,4,November,C0001,Male,41.0,Columbus
Call_8202,C0011,26.0,R02,2023-11-21,74.0,4,November,C0011,Female,30.0,Cincinnati
Call_8203,C0014,158.0,R03,2023-11-21,36.0,3,November,C0014,Female,38.0,Columbus
Call_8204,C0007,99.0,R03,2023-11-23,116.0,4,November,C0007,Female,22.0,Cleveland
Call_8205,C0014,78.0,R01,2023-11-23,140.0,4,November,C0014,Female,38.0,Columbus
Call_8206,C0014,102.0,R02,2023-11-24,104.0,4,November,C0014,Female,38.0,Columbus
Call_8207,C0007,158.0,R04,2023-11-24,148.0,4,November,C0007,Female,22.0,Cleveland
Call_8208,C0002,56.0,R03,2023-11-24,205.0,4,November,C0002,Male,31.0,Cleveland
Call_8209,C0004,17.0,R05,2023-11-24,210.0,5,November,C0004,Male,36.0,Cincinnati
Call_8210,C0011,104.0,R04,2023-11-26,41.0,5,November,C0011,Female,30.0,Cincinnati
Call_8211,C0015,96.0,R01,2023-11-26,136.0,5,November,C0015,Female,43.0,Cleveland
Call_8212,C0009,83.0,R02,2023-11-27,126.0,2,November,C0009,Female,25.0,Columbus
Call_8213,C0005,80.0,R05,2023-11-28,148.0,4,November,C0005,Male,37.0,Columbus
Call_8214,C0009,152.0,R02,2023-11-28,125.0,4,November,C0009,Female,25.0,Columbus
Call_8215,C0010,34.0,R01,2023-11-28,25.0,4,November,C0010,Female,30.0,Cleveland
Call_8216,C0013,2.0,R03,2023-11-29,62.0,3,November,C0013,Female,37.0,Cleveland
Call_8217,C0005,140.0,R01,2023-11-30,90.0,5,November,C0005,Male,37.0,Columbus
Call_8218,C0004,126.0,R04,2023-12-01,33.0,5,December,C0004,Male,36.0,Cincinnati
Call_8219,C0014,79.0,R03,2023-12-01,115.0,2,December,C0014,Female,38.0,Columbus
Call_8220,C0004,133.0,R04,2023-12-01,45.0,3,December,C0004,Male,36.0,Cincinnati
Call_8221,C0010,97.0,R05,2023-12-01,114.0,5,December,C0010,Female,30.0,Cleveland
Call_8222,C0014,102.0,R02,2023-12-02,72.0,4,December,C0014,Female,38.0,Columbus
Call_8223,C0006,62.0,R05,2023-12-02,205.0,4,December,C0006,Male,23.0,Columbus
Call_8224,C0004,149.0,R02,2023-12-03,42.0,3,December,C0004,Male,36.0,Cincinnati
Call_8225,C0013,133.0,R05,2023-12-03,96.0,4,December,C0013,Female,37.0,Cleveland
Call_8226,C0014,51.0,R03,2023-12-03,64.0,4,December,C0014,Female,38.0,Columbus
Call_8227,C0006,110.0,R05,2023-12-04,72.0,4,December,C0006,Male,23.0,Columbus
Call_8228,C0010,38.0,R04,2023-12-05,27.0,3,December,C0010,Female,30.0,Cleveland
Call_8229,C0013,78.0,R04,2023-12-07,200.0,2,December,C0013,Female,37.0,Cleveland
Call_8230,C0010,25.0,R02,2023-12-08,93.0,4,December,C0010,Female,30.0,Cleveland
Call_8231,C0012,50.0,R03,2023-12-08,54.0,4,December,C0012,Female,28.0,Cincinnati
Call_8232,C0010,103.0,R02,2023-12-09,72.0,3,December,C0010,Female,30.0,Cleveland
Call_8233,C0009,63.0,R01,2023-12-09,82.0,4,December,C0009,Female,25.0,Columbus
Call_8234,C0012,96.0,R03,2023-12-13,164.0,5,December,C0012,Female,28.0,Cincinnati
Call_8235,C0005,94.0,R02,2023-12-13,78.0,3,December,C0005,Male,37.0,Columbus
Call_8236,C0006,46.0,R04,2023-12-14,135.0,4,December,C0006,Male,23.0,Columbus
Call_8237,C0008,127.0,R03,2023-12-15,145.0,3,December,C0008,Female,42.0,Cleveland
Call_8238,C0007,96.0,R04,2023-12-15,115.0,5,December,C0007,Female,22.0,Cleveland
Call_8239,C0001,151.0,R02,2023-12-15,117.0,2,December,C0001,Male,41.0,Columbus
Call_8240,C0008,158.0,R05,2023-12-16,36.0,5,December,C0008,Female,42.0,Cleveland
Call_8241,C0005,45.0,R05,2023-12-16,84.0,3,December,C0005,Male,37.0,Columbus
Call_8242,C0002,141.0,R05,2023-12-16,66.0,3,December,C0002,Male,31.0,Cleveland
Call_8243,C0010,147.0,R04,2023-12-16,76.0,5,December,C0010,Female,30.0,Cleveland
Call_8244,C0015,126.0,R04,2023-12-16,185.0,5,December,C0015,Female,43.0,Cleveland
Call_8245,C0005,126.0,R01,2023-12-17,80.0,5,December,C0005,Male,37.0,Columbus
Call_8246,C0013,32.0,R04,2023-12-17,148.0,4,December,C0013,Female,37.0,Cleveland
Call_8247,C0005,84.0,R03,2023-12-19,180.0,5,December,C0005,Male,37.0,Columbus
Call_8248,C0009,120.0,R01,2023-12-20,190.0,4,December,C0009,Female,25.0,Columbus
Call_8249,C0011,93.0,R04,2023-12-20,38.0,4,December,C0011,Female,30.0,Cincinnati
Call_8250,C0007,76.0,R02,2023-12-21,82.0,2,December,C0007,Female,22.0,Cleveland
Call_8251,C0008,89.0,R04,2023-12-24,88.0,3,December,C0008,Female,42.0,Cleveland
Call_8252,C0014,91.0,R03,2023-12-24,42.0,4,December,C0014,Female,38.0,Columbus
Call_8253,C0006,7.0,R05,2023-12-25,64.0,3,December,C0006,Male,23.0,Columbus
Call_8254,C0013,140.0,R05,2023-12-25,105.0,2,December,C0013,Female,37.0,Cleveland
Call_8255,C0004,58.0,R01,2023-12-25,25.0,4,December,C0004,Male,36.0,Cincinnati
Call_8256,C0003,90.0,R02,2023-12-26,176.0,4,December,C0003,Male,26.0,Cincinnati
Call_8257,C0003,106.0,R04,2023-12-27,46.0,5,December,C0003,Male,26.0,Cincinnati
Call_8258,C0009,72.0,R05,2023-12-27,164.0,5,December,C0009,Female,25.0,Columbus
Call_8259,C0006,124.0,R05,2023-12-28,64.0,4,December,C0006,Male,23.0,Columbus
Call_8260,C0002,86.0,R03,2023-12-28,205.0,4,December,C0002,Male,31.0,Cleveland
Call_8261,C0005,164.0,R03,2023-12-29,100.0,5,December,C0005,Male,37.0,Columbus
Call_8262,C0011,40.0,R02,2023-12-29,111.0,5,December,C0011,Female,30.0,Cincinnati
Call_8263,C0014,76.0,R01,2023-12-29,80.0,4,December,C0014,Female,38.0,Columbus
Call_8264,C0006,95.0,R04,2023-12-29,50.0,3,December,C0006,Male,23.0,Columbus
Call_8265,C0014,113.0,R05,2023-12-30,165.0,5,December,C0014,Female,38.0,Columbus
Call_8266,C0002,81.0,R05,2023-12-30,28.0,4,December,C0002,Male,31.0,Cleveland
Call_8267,C0007,127.0,R04,2023-12-30,215.0,4,December,C0007,Female,22.0,Cleveland
Call_8268,C0013,146.0,R05,2023-12-31,115.0,2,December,C0013,Female,37.0,Cleveland
Call_8269,C0010,123.0,R05,2023-12-31,64.0,4,December,C0010,Female,30.0,Cleveland
Call_8270,C0009,114.0,R01,2023-12-31,40.0,4,December,C0009,Female,25.0,Columbus
